Time,Axe1X,Axe1Y,Axe1Z,Axe2X,Axe2Y,Axe2Z,Acquisition Number
247,-8,-3889,-1540,4011,344,-1395,2
248,331,-4164,27,3919,431,-1310,2
249,-86,-3784,-1251,3861,533,-1294,2
250,154,-3556,-1588,3782,491,-1330,2
251,-40,-4148,-593,3920,417,-1458,2
252,94,-3861,-1173,3975,486,-1478,2
253,77,-3586,-1749,3881,201,-1410,2
254,552,-4290,-423,3987,430,-1396,2
255,-178,-4100,-232,3770,589,-1473,2
256,-263,-3670,-1954,3876,464,-1312,2
257,-468,-3864,-456,3763,227,-1355,2
258,891,-4387,-312,3889,506,-1541,2
259,219,-3842,-2019,3984,503,-1391,2
260,-70,-3943,-626,3897,473,-1373,2
261,491,-4117,-760,3955,572,-1345,2
262,-103,-3553,-1505,3809,510,-1441,2
263,299,-3970,-1235,3898,547,-1387,2
264,-38,-4257,-246,3992,287,-1141,2
265,-84,-3970,-628,3861,707,-1248,2
266,-360,-3365,-2324,3744,528,-1500,2
267,536,-3906,-1314,3768,424,-1454,2
268,75,-4150,-344,3929,341,-1392,2
269,410,-3682,-1779,3864,542,-1214,2
270,79,-3960,-1443,3747,275,-1626,2
271,239,-3911,-1446,3966,402,-1388,2
272,-167,-3857,-899,3822,453,-1372,2
273,331,-4152,-1122,3887,433,-1098,2
274,-354,-4133,-40,3989,308,-1128,2
275,25,-3537,-2018,3889,483,-1315,2
276,235,-3811,-2209,3910,473,-1250,2
277,828,-4338,-280,3949,337,-1410,2
278,281,-4087,-1074,4072,478,-1366,2
279,234,-3924,-1219,3813,502,-1526,2
280,392,-3938,-1368,3737,503,-1411,2
281,248,-4054,-1362,3894,417,-1477,2
282,456,-3990,-1410,3984,518,-1267,2
283,41,-4100,-408,3967,414,-1232,2
284,317,-4035,-855,3832,388,-1455,2
285,220,-3810,-1126,3784,545,-1394,2
286,-294,-3716,-1506,3910,442,-1127,2
287,441,-4066,-305,3819,266,-1419,2
288,540,-4069,-1190,3928,331,-1515,2
289,377,-3895,-1411,3821,422,-1424,2
290,-34,-4002,-978,3911,375,-1476,2
291,571,-3826,-1250,3904,661,-1198,2
292,446,-4088,-951,3906,636,-1226,2
293,-465,-3972,-469,3855,253,-1201,2
294,-584,-3879,-1123,3834,257,-1412,2
295,589,-4021,-1586,4048,578,-1416,2
296,573,-4065,-738,3909,444,-1288,2
297,235,-4184,-212,3919,417,-1280,2
298,395,-3569,-2084,3819,506,-1191,2
299,107,-4195,-550,3979,459,-1370,2
300,-101,-4053,-775,3894,335,-1531,2
301,493,-3896,-1656,3800,571,-1581,2
302,461,-4165,-968,3903,537,-1346,2
303,93,-4164,-278,4014,417,-1067,2
304,-194,-3842,-902,3907,302,-1345,2
305,345,-3714,-1942,3773,432,-1321,2
306,541,-3908,-1185,3854,459,-1333,2
307,-213,-4004,-739,3832,422,-1515,2
308,267,-4006,-1441,3882,434,-1452,2
309,123,-3890,-1254,3867,360,-1320,2
310,329,-4056,-964,3855,469,-1476,2
311,600,-3793,-1590,3845,535,-1394,2
312,-53,-3815,-1475,3856,345,-1367,2
313,62,-4354,12,3970,315,-1333,2
314,568,-3826,-1701,3886,380,-1357,2
315,479,-3699,-2243,3839,582,-1363,2
316,14,-3986,-418,3832,478,-1474,2
317,271,-3986,-1013,3971,599,-1275,2
318,-168,-3619,-1861,3959,305,-1349,2
319,-214,-3959,-1187,3989,344,-1460,2
320,939,-4276,-1030,3986,754,-1441,2
321,345,-3765,-1095,3787,666,-1359,2
322,-356,-3795,-787,3819,265,-1262,2
323,126,-4134,-772,3905,260,-1338,2
324,299,-4056,-1414,3962,393,-1502,2
325,379,-3922,-1474,3946,466,-1259,2
326,414,-4114,-309,3833,582,-1334,2
327,169,-3879,-694,3784,435,-1341,2
328,-22,-3714,-1765,3878,316,-1518,2
329,77,-4084,-903,3918,323,-1511,2
330,477,-4145,-1159,3958,453,-1368,2
331,254,-3894,-1016,3834,382,-1394,2
332,494,-3957,-966,3834,545,-1299,2
333,-72,-3944,-819,3875,346,-1372,2
334,169,-3943,-1412,3969,322,-1351,2
335,427,-4152,-791,4042,439,-1313,2
336,344,-3971,-1015,3848,626,-1356,2
337,73,-3861,-1266,3819,421,-1429,2
338,172,-3847,-1254,3816,456,-1368,2
339,13,-3990,-882,3906,262,-1306,2
340,491,-4152,-1014,4000,381,-1264,2
341,328,-3894,-1063,3871,548,-1314,2
342,316,-3893,-1143,3864,503,-1243,2
343,-120,-3910,-914,3890,375,-1379,2
344,380,-4081,-1064,3973,435,-1274,2
345,361,-4113,-1027,3994,432,-1308,2
346,506,-4067,-1074,3932,538,-1385,2
347,168,-3783,-1476,3800,479,-1476,2
348,-53,-3747,-1156,3875,392,-1340,2
349,185,-4066,-856,3924,435,-1372,2
350,233,-4104,-968,3962,494,-1363,2
351,250,-3921,-1331,3841,371,-1420,2
352,-37,-3844,-1203,3811,273,-1456,2
353,-232,-3974,-1095,3870,389,-1348,2
354,43,-4052,-724,4008,573,-1222,2
355,587,-4037,-1623,3950,743,-1651,2
356,219,-3733,-1314,3825,435,-1460,2
357,893,-4134,-1681,3912,513,-1333,2
358,15,-4162,-199,3850,364,-1426,2
359,397,-3873,-1653,4005,484,-1226,2
360,-98,-3971,-710,3905,445,-1446,2
361,392,-3969,-1253,3885,496,-1279,2
362,-82,-3987,-690,3893,315,-1370,2
363,399,-3825,-1362,3945,392,-1327,2
364,398,-4053,-1186,3942,405,-1393,2
365,126,-3921,-981,3869,486,-1392,2
366,473,-3924,-1058,3805,576,-1374,2
367,232,-4007,-1206,3890,419,-1440,2
368,191,-4019,-1304,3941,435,-1438,2
369,249,-3909,-1297,3879,399,-1468,2
370,105,-3896,-949,3878,352,-1315,2
371,363,-4035,-754,3878,545,-1274,2
372,221,-3907,-1141,3885,448,-1363,2
373,317,-3905,-1330,3851,447,-1467,2
374,319,-4037,-1062,3942,492,-1361,2
375,189,-4035,-838,3940,471,-1378,2
376,141,-3859,-1123,3844,497,-1386,2
377,507,-3953,-1364,3862,429,-1368,2
378,239,-4034,-1094,3952,424,-1410,2
379,-66,-4049,-774,3959,409,-1326,2
380,430,-3991,-945,3902,521,-1250,2
381,397,-3974,-1222,3838,535,-1386,2
382,301,-4051,-1062,3875,422,-1446,2
383,249,-3906,-1173,3939,431,-1333,2
384,251,-4021,-931,3888,431,-1400,2
385,457,-3938,-1283,3841,493,-1383,2
386,392,-3988,-1153,3828,488,-1453,2
387,-8,-3797,-1249,3851,376,-1456,2
388,31,-4007,-997,3947,379,-1302,2
389,287,-4049,-919,3944,423,-1330,2
390,139,-3843,-898,3816,463,-1275,2
391,111,-3873,-1169,3860,405,-1330,2
392,301,-3976,-945,3723,351,-1258,2
393,318,-4178,-1506,3914,468,-1192,2
394,-564,-4099,-1030,4026,375,-1356,2
395,542,-3891,-760,3673,378,-1194,2
396,1849,-4818,-1283,3898,899,-1624,2
397,-101,-3944,-1810,3866,308,-1659,2
398,829,-3752,-2486,3902,565,-1334,2
399,379,-4408,1070,3737,582,-1036,2
400,315,-4114,-1219,3890,456,-993,2
401,235,-3698,-1079,3854,467,-1556,2
402,540,-3588,-2449,3794,340,-1611,2
403,412,-4612,-370,4125,422,-1232,2
404,205,-4150,-103,4052,451,-1259,2
405,942,-3683,-692,3605,571,-1295,2
406,521,-3811,-2260,3753,443,-1714,2
407,155,-3731,-1720,3885,369,-1644,2
408,265,-4104,-869,3999,358,-1302,2
409,589,-4198,-532,3954,449,-1214,2
410,75,-3748,-1074,3754,493,-1392,2
411,-37,-3603,-1635,3619,305,-1562,2
412,382,-4212,-1075,4048,445,-1232,2
413,110,-4356,-194,4138,433,-1273,2
414,202,-3911,-1159,3901,439,-1432,2
415,255,-3633,-2019,3710,506,-1602,2
416,334,-3826,-1314,3774,481,-1377,2
417,123,-4146,-469,4056,467,-1289,2
418,106,-3889,-1090,4006,567,-1144,2
419,31,-3941,-1170,3885,373,-1430,2
420,379,-4054,-1301,3868,525,-1426,2
421,142,-3894,-1169,3838,488,-1500,2
422,447,-4116,-1171,3911,477,-1351,2
423,334,-4179,-726,3897,559,-1372,2
424,175,-3890,-1334,3919,483,-1333,2
425,296,-3827,-1442,3790,411,-1459,2
426,367,-3986,-997,3859,443,-1366,2
427,-116,-4053,-822,3921,346,-1357,2
428,510,-3959,-1106,3900,428,-1293,2
429,271,-4036,-887,3854,446,-1336,2
430,233,-4019,-1128,3898,491,-1392,2
431,248,-3794,-1348,3877,401,-1355,2
432,397,-3989,-934,3947,450,-1338,2
433,600,-4149,-1076,3994,547,-1291,2
434,-118,-3857,-900,3883,351,-1312,2
435,142,-3816,-1191,3898,405,-1411,2
436,457,-3826,-1124,3799,535,-1416,2
437,302,-3778,-1394,3974,445,-1331,2
438,383,-4067,-824,3992,498,-1182,2
439,283,-4071,-757,4014,421,-1376,2
440,89,-3986,-951,3946,561,-1384,2
441,-130,-3814,-1415,3848,464,-1432,2
442,-99,-3927,-1063,3851,459,-1405,2
443,491,-4003,-978,3954,488,-1296,2
444,168,-3939,-1127,3845,381,-1418,2
445,127,-3879,-1144,3798,439,-1363,2
446,414,-3843,-1493,3897,462,-1286,2
447,252,-4113,-583,3919,412,-1336,2
448,456,-3873,-1218,3848,453,-1434,2
449,254,-3844,-1507,3852,408,-1471,2
450,185,-3959,-997,3790,335,-1418,2
451,175,-4071,-838,3976,371,-1351,2
452,367,-4002,-1080,3852,451,-1312,2
453,141,-3892,-962,3853,411,-1326,2
454,136,-3843,-1314,3830,478,-1458,2
455,315,-3891,-1143,3866,504,-1444,2
456,137,-3891,-1218,3924,426,-1323,2
457,266,-4104,-872,3977,493,-1361,2
458,315,-3857,-1170,3911,509,-1326,2
459,111,-3927,-1331,3870,408,-1461,2
460,537,-4118,-904,3937,532,-1360,2
461,89,-4008,-774,3929,504,-1336,2
462,271,-3905,-1381,3885,535,-1395,2
463,186,-3987,-1186,3873,465,-1403,2
464,447,-4024,-1044,3890,535,-1338,2
465,77,-3942,-849,3841,375,-1385,2
466,76,-3873,-1397,3888,387,-1357,2
467,441,-3876,-1032,3856,431,-1390,2
468,168,-3971,-1233,3940,404,-1374,2
469,218,-4034,-920,3890,408,-1390,2
470,298,-3941,-1010,3830,429,-1378,2
471,264,-3908,-1143,3866,523,-1400,2
472,171,-3859,-1302,3841,462,-1322,2
473,238,-4002,-850,3860,439,-1372,2
474,408,-3960,-1107,3906,469,-1307,2
475,442,-4051,-1121,3925,550,-1430,2
476,30,-3908,-1191,3868,430,-1428,2
477,252,-3906,-1028,3953,504,-1296,2
478,-101,-3959,-930,3893,404,-1304,2
479,444,-3974,-871,3954,410,-1296,2
480,281,-4018,-1137,3914,497,-1363,2
481,239,-4005,-1125,3964,475,-1299,2
482,301,-4056,-1063,3929,439,-1402,2
483,462,-3989,-1176,3892,492,-1353,2
484,632,-4020,-948,3829,424,-1375,2
485,-483,-3960,-1030,3862,325,-1409,2
486,-200,-3861,-1414,3819,531,-1356,2
487,56,-3955,-936,3870,451,-1195,2
488,27,-4051,-742,3950,279,-1404,2
489,367,-3927,-1171,3809,488,-1386,2
490,302,-3848,-1346,3810,447,-1403,2
491,206,-3992,-1045,3877,441,-1451,2
492,233,-4071,-722,3902,475,-1309,2
493,75,-3958,-1319,3983,442,-1315,2
494,168,-3878,-1218,3861,405,-1320,2
495,221,-3924,-1270,3942,601,-1260,2
496,-38,-4003,-868,3938,535,-1339,2
497,249,-3941,-1123,3931,433,-1351,2
498,221,-3954,-1218,3857,483,-1410,2
499,270,-4100,-994,3898,437,-1336,2
500,104,-3989,-1042,3971,431,-1243,2
501,269,-3969,-968,3934,535,-1227,2
502,125,-3944,-1030,3890,385,-1461,2
503,366,-3969,-1221,3849,385,-1458,2
504,745,-4083,-1124,3886,521,-1446,2
505,319,-3987,-980,3826,389,-1396,2
506,139,-4033,-1096,3931,485,-1335,2
507,25,-3848,-1090,3806,437,-1365,2
508,-7,-3778,-1400,3844,414,-1487,2
509,237,-3922,-1094,3886,420,-1383,2
510,299,-3986,-1140,3893,399,-1298,2
511,284,-4065,-930,3896,405,-1386,2
512,107,-3879,-1304,3843,437,-1351,2
513,216,-3879,-1032,3837,485,-1394,2
514,316,-3954,-1233,3853,478,-1417,2
515,175,-3957,-1079,3916,421,-1361,2
516,207,-4019,-1074,3958,474,-1396,2
517,63,-3830,-1297,3893,446,-1445,2
518,472,-3991,-1362,3883,487,-1361,2
519,392,-4069,-740,3881,497,-1299,2
520,334,-4002,-1127,3917,476,-1283,2
521,299,-4005,-1238,3898,485,-1388,2
522,302,-3940,-1125,3894,494,-1432,2
523,190,-3896,-1204,3858,481,-1433,2
524,73,-3925,-1123,3853,431,-1334,2
525,109,-4039,-950,3925,461,-1331,2
526,349,-3987,-934,3881,481,-1380,2
527,236,-3846,-1414,3832,422,-1418,2
528,207,-3960,-1096,3851,387,-1362,2
529,202,-4098,-676,3902,429,-1310,2
530,153,-3953,-1026,3872,351,-1357,2
531,377,-3907,-1288,3846,506,-1437,2
532,156,-3907,-1222,3875,429,-1402,2
533,63,-4037,-1144,3916,420,-1326,2
534,121,-3972,-1000,3893,434,-1337,2
535,268,-4018,-1046,3916,533,-1393,2
536,251,-3926,-1124,3845,470,-1378,2
537,361,-4054,-1079,3931,477,-1342,2
538,109,-4006,-1041,3981,451,-1334,2
539,170,-4024,-1042,3937,509,-1328,2
540,94,-3956,-1124,3942,466,-1323,2
541,344,-3928,-1160,3893,520,-1396,2
542,250,-3971,-1090,3878,443,-1343,2
543,266,-3960,-1125,3872,424,-1369,2
544,137,-3939,-1112,3888,409,-1373,2
545,207,-3989,-1030,3963,421,-1333,2
546,205,-3953,-1026,3894,376,-1293,2
547,346,-3991,-1060,3886,420,-1328,2
548,267,-3944,-1076,3834,409,-1425,2
549,205,-4021,-1253,3909,393,-1424,2
550,141,-4019,-1046,3925,445,-1380,2
551,365,-4037,-1016,3856,493,-1364,2
552,205,-3955,-1106,3881,446,-1342,2
553,345,-3971,-1126,3924,459,-1336,2
554,223,-4021,-978,3867,443,-1347,2
555,365,-4036,-1153,3952,522,-1314,2
556,300,-4051,-952,3928,477,-1311,2
557,218,-3974,-1012,3911,522,-1341,2
558,186,-3924,-1075,3885,488,-1351,2
559,281,-4002,-1064,3916,470,-1349,2
560,205,-4003,-998,3915,456,-1344,2
561,124,-3912,-1172,3921,471,-1395,2
562,300,-3940,-1284,3853,425,-1400,2
563,426,-4037,-1107,3916,508,-1451,2
564,346,-3985,-1029,3891,422,-1398,2
565,26,-3971,-1058,3866,438,-1400,2
566,143,-3940,-1143,3835,442,-1394,2
567,201,-3938,-1141,3777,374,-1473,2
568,92,-3816,-1202,3809,391,-1400,2
569,25,-3879,-1107,3873,407,-1353,2
570,106,-3921,-951,3846,425,-1345,2
571,221,-3956,-1079,3840,430,-1380,2
572,173,-3863,-1297,3877,402,-1452,2
573,137,-3959,-1043,3904,496,-1420,2
574,367,-3959,-1155,3912,483,-1397,2
575,399,-4038,-1127,3974,469,-1384,2
576,269,-3957,-1073,3902,451,-1388,2
577,223,-3970,-1170,3931,473,-1333,2
578,296,-3939,-1173,3864,483,-1378,2
579,219,-4006,-903,3936,477,-1304,2
580,334,-3970,-1046,3914,493,-1338,2
581,233,-4003,-993,3912,474,-1344,2
582,265,-3973,-1141,3897,469,-1398,2
583,254,-3907,-1185,3934,510,-1384,2
584,235,-3975,-1063,3878,469,-1363,2
585,123,-3928,-993,3871,433,-1387,2
586,249,-3909,-1187,3882,462,-1357,2
587,187,-3906,-1105,3856,431,-1397,2
588,200,-3970,-1045,3904,445,-1351,2
589,233,-3940,-1125,3872,443,-1379,2
590,205,-3942,-1062,3886,403,-1383,2
591,248,-3956,-1141,3893,443,-1375,2
592,143,-3975,-1206,3897,429,-1391,2
593,191,-3971,-1092,3919,463,-1353,2
594,220,-3986,-982,3924,424,-1351,2
595,200,-3990,-1012,3891,461,-1345,2
596,170,-3937,-1138,3868,403,-1342,2
597,187,-4001,-1010,3874,454,-1352,2
598,253,-3990,-1032,3971,456,-1277,2
599,286,-4050,-966,3868,464,-1359,2
600,303,-3892,-1266,3879,504,-1408,2
601,220,-3907,-1255,3910,444,-1336,2
602,271,-4004,-872,3927,513,-1349,2
603,235,-3939,-1122,3912,482,-1340,2
604,205,-3926,-1281,3918,409,-1404,2
605,156,-3957,-1010,3914,449,-1343,2
606,121,-3942,-1027,3930,412,-1331,2
607,233,-3938,-1060,3821,423,-1376,2
608,222,-3991,-1128,3849,437,-1381,2
609,234,-3925,-1122,3881,469,-1406,2
610,79,-3892,-1191,3922,413,-1402,2
611,159,-3959,-1176,3929,480,-1333,2
612,302,-4002,-915,3892,477,-1322,2
613,127,-3957,-966,3843,435,-1349,2
614,157,-3928,-1204,3874,429,-1311,2
615,203,-3972,-1015,3873,437,-1371,2
616,219,-3986,-1107,3918,426,-1391,2
617,269,-3988,-1139,3885,491,-1382,2
618,280,-4002,-945,3893,496,-1385,2
619,287,-3923,-1090,3893,498,-1406,2
620,314,-3943,-1171,3898,494,-1391,2
621,200,-3971,-1013,3925,417,-1366,2
622,249,-4018,-1064,3897,429,-1347,2
623,249,-3909,-1201,3887,461,-1362,2
624,319,-4019,-946,3863,468,-1414,2
625,158,-3957,-1028,3888,446,-1384,2
626,153,-3906,-1251,3883,446,-1404,2
627,237,-3987,-1144,3869,421,-1399,2
628,223,-3988,-1061,3900,439,-1347,2
629,111,-3938,-1096,3880,425,-1414,2
630,190,-3938,-1026,3875,469,-1391,2
631,223,-3906,-1076,3872,451,-1376,2
632,221,-3956,-1153,3879,445,-1353,2
633,153,-3926,-1073,3850,490,-1340,2
634,253,-3971,-1041,3914,466,-1402,2
635,249,-3957,-1109,3868,493,-1325,2
636,223,-3971,-1138,3892,466,-1394,2
637,217,-4008,-1126,3937,502,-1432,2
638,189,-3991,-1122,3941,473,-1344,2
639,250,-4023,-963,3933,445,-1354,2
640,299,-3972,-978,3845,504,-1378,2
641,349,-3985,-1304,3895,500,-1400,2
642,267,-4023,-1062,3908,461,-1436,2
643,207,-3992,-1096,3906,469,-1343,2
644,173,-3976,-1080,3898,484,-1296,2
645,120,-3912,-1079,3833,403,-1355,2
646,235,-3942,-1078,3852,399,-1363,2
647,141,-3921,-1058,3835,433,-1364,2
648,191,-3992,-1124,3891,431,-1381,2
649,184,-3957,-1013,3868,437,-1372,2
650,301,-3959,-1171,3914,433,-1382,2
651,190,-3957,-1079,3922,407,-1410,2
652,223,-3990,-1075,3918,433,-1365,2
653,252,-4021,-1124,3924,464,-1324,2
654,107,-3953,-1096,3875,422,-1353,2
655,301,-3960,-1154,3885,431,-1354,2
656,205,-3958,-981,3848,434,-1368,2
657,286,-3974,-994,3891,466,-1284,2
658,235,-3974,-1046,3899,453,-1353,2
659,285,-3974,-1059,3934,506,-1372,2
660,220,-3969,-1172,3888,441,-1389,2
661,269,-4003,-1091,3933,477,-1355,2
662,201,-3970,-1075,3912,447,-1328,2
663,221,-3971,-1096,3867,431,-1341,2
664,281,-3987,-1078,3900,433,-1329,2
665,191,-4007,-1080,3867,397,-1365,2
666,284,-3986,-1061,3898,418,-1335,2
667,159,-3907,-1094,3845,451,-1361,2
668,72,-3942,-1060,3883,400,-1421,2
669,90,-3921,-1217,3897,437,-1404,2
670,250,-3928,-1256,3899,420,-1434,2
671,123,-3944,-1141,3906,430,-1362,2
672,143,-3938,-1042,3867,459,-1355,2
673,330,-3940,-1092,3837,472,-1350,2
674,312,-3959,-995,3942,437,-1368,2
675,362,-3944,-1192,3878,424,-1372,2
676,106,-3970,-1175,3933,461,-1380,2
677,169,-3970,-1105,3925,473,-1389,2
678,154,-3889,-1187,3864,413,-1459,2
679,206,-3937,-1267,3917,522,-1392,2
680,60,-3969,-932,3891,456,-1328,2
681,255,-3953,-1107,3921,494,-1325,2
682,169,-3910,-1249,3889,432,-1370,2
683,186,-3955,-1109,3908,474,-1359,2
684,250,-3928,-1094,3867,498,-1338,2
685,173,-3986,-1155,3885,459,-1325,2
686,61,-3976,-946,3920,413,-1376,2
687,121,-3848,-1287,3894,422,-1385,2
688,344,-3939,-1299,3809,471,-1438,2
689,238,-4036,-1060,3878,483,-1464,2
690,111,-4008,-1076,3910,523,-1283,2
691,168,-3975,-1025,3927,423,-1290,2
692,154,-4036,-1140,3874,488,-1396,2
693,-69,-3860,-1011,3776,344,-1354,2
694,511,-4087,-1122,3899,504,-1422,2
695,255,-3988,-1010,3839,414,-1351,2
696,350,-3957,-1187,3904,475,-1413,2
697,31,-3878,-967,3835,406,-1410,2
698,330,-3957,-1393,3927,458,-1392,2
699,169,-4100,-678,3924,483,-1358,2
700,170,-3907,-999,3910,423,-1366,2
701,362,-3927,-1281,3954,530,-1311,2
702,622,-4150,-934,3917,524,-1323,2
703,-145,-3877,-935,3856,510,-1416,2
704,381,-3956,-1380,3958,555,-1301,2
705,93,-3939,-1094,3888,350,-1286,2
706,234,-3905,-1025,3916,464,-1264,2
707,265,-3907,-1171,3862,461,-1284,2
708,89,-3987,-967,3864,431,-1368,2
709,331,-3954,-1158,3824,462,-1427,2
710,552,-4050,-1078,3928,475,-1294,2
711,40,-3974,-897,3883,406,-1392,2
712,269,-3971,-1091,3823,456,-1361,2
713,331,-3971,-1094,3837,461,-1438,2
714,56,-3972,-886,3885,418,-1430,2
715,269,-3954,-1317,3976,453,-1353,2
716,269,-3942,-932,3851,478,-1292,2
717,411,-3969,-1031,3851,434,-1389,2
718,45,-3844,-1298,3922,449,-1303,2
719,25,-3954,-995,3910,459,-1338,2
720,301,-4054,-760,3876,454,-1355,2
721,447,-3989,-1331,3943,435,-1349,2
722,283,-3959,-978,3889,406,-1361,2
723,377,-3970,-1075,3937,483,-1358,2
724,271,-4003,-968,3919,557,-1323,2
725,111,-3989,-998,3863,414,-1425,2
726,299,-3940,-1092,3822,411,-1404,2
727,317,-3909,-1304,3875,480,-1461,2
728,44,-3970,-952,3866,377,-1315,2
729,136,-4006,-1108,3908,475,-1331,2
730,298,-3992,-945,3843,531,-1365,2
731,-104,-3891,-1254,3865,414,-1406,2
732,589,-4040,-1206,3867,486,-1355,2
733,461,-4069,-856,3856,473,-1382,2
734,395,-4007,-1143,3872,507,-1351,2
735,152,-3910,-1320,3874,470,-1382,2
736,-39,-3926,-1139,3870,491,-1369,2
737,269,-4002,-1058,3866,456,-1366,2
738,170,-3910,-930,3914,521,-1341,2
739,255,-3911,-1000,3910,391,-1328,2
740,235,-3891,-1318,3921,488,-1301,2
741,377,-3954,-1235,3934,456,-1454,2
742,74,-3911,-1028,3886,439,-1362,2
743,91,-4017,-1000,3901,474,-1375,2
744,233,-3971,-961,3859,431,-1406,2
745,441,-3923,-1256,3855,411,-1426,2
746,475,-3971,-1128,3944,494,-1395,2
747,109,-3971,-1127,3942,433,-1349,2
748,79,-3960,-1106,3927,471,-1372,2
749,46,-3928,-1076,3879,498,-1380,2
750,267,-4019,-966,3875,496,-1359,2
751,138,-3957,-1043,3904,443,-1356,2
752,138,-3845,-1190,3925,431,-1335,2
753,158,-4053,-1128,3928,488,-1384,2
754,12,-3921,-1158,3910,433,-1380,2
755,143,-3907,-951,3891,494,-1349,2
756,187,-3976,-1028,3866,422,-1378,2
757,205,-3986,-1154,3897,419,-1294,2
758,221,-3987,-968,3881,430,-1340,2
759,217,-4024,-984,3907,465,-1282,2
760,248,-3976,-1185,3843,401,-1363,2
761,383,-4034,-1128,3893,438,-1402,2
762,94,-3973,-1160,3908,428,-1383,2
763,297,-4023,-1015,3880,451,-1346,2
764,200,-4024,-1010,3901,484,-1397,2
765,248,-3906,-1169,3878,449,-1375,2
766,219,-3985,-1154,3885,451,-1351,2
767,169,-4003,-982,3927,440,-1302,2
768,328,-4002,-1015,3903,438,-1348,2
769,218,-3926,-1064,3841,479,-1368,2
770,155,-3973,-1219,3879,462,-1372,2
771,251,-3991,-1059,3904,451,-1349,2
772,333,-4003,-1042,3892,477,-1353,2
773,255,-3938,-1108,3872,446,-1374,2
774,207,-3944,-1368,3916,496,-1356,2
775,125,-3971,-984,3865,438,-1380,2
776,237,-3991,-1187,3908,436,-1341,2
777,216,-4006,-998,3912,467,-1336,2
778,186,-4006,-1062,3905,421,-1371,2
779,93,-3890,-1174,3920,445,-1425,2
780,250,-3922,-1207,3926,460,-1309,2
781,329,-3959,-977,3838,457,-1380,2
782,395,-4003,-1219,3886,465,-1390,2
783,75,-3889,-1239,3881,412,-1446,2
784,217,-4003,-1014,3918,485,-1390,2
785,137,-3874,-1105,3848,456,-1351,2
